provinsi,tahun,air_bersih,kapasitas_potensial,kapasitas_efektif,efektivitas_produksi,jml_pekerja,pekerja_teknis_slta,pekerja_teknis_diploma,pekerja_non_teknis,non_teknis_slta,non_teknis_diploma,balas_jasa,biaya_bahan_bakar,biaya_listrik,biaya_kimia,biaya_atk,biaya_suku_cadang,biaya_sewa,biaya_jasa_lain,Biaya_Operasional_Perusahaan_Air_Bersih ,Jumlah_Pelanggan_Perusahaan_Air_Bersih ,pelanggan_sosial,Jumlah_Pelanggan_Kelompok_Non_Niaga_Perusahaan_Air_Bersih ,pelanggan_niaga,pelanggan_khusus,volume_total,volume_sosial,volume_non_niaga,volume_niaga,volume_khusus,"Nilai_Air_Bersih_Yang_Disalurkan_Perusahaan_Air_Bersih                                               
,2022-01-01 00:00:00+00:00,14.0,4.847,4.248,87.64,890.0,347.0,113.0,430.0,240.0,190.0,114.613,1.87,76.799,25.582,1.448,3.868,9.763,21.008,44.498,334.543,2.882,284.904,46.733,24.0,95.179,3.046,67.483,21.491,10.0,545.739,6.454,304.289,234.921,75.0,76.867
,2022-01-01 00:00:00+00:00,7.0,20.967,20.253,96.59,2.067,746.0,426.0,895.0,327.0,568.0,472.96,3.024,172.372,39.004,3.995,4.475,16.428,138.58,608.112,969.512,6.41,831.17,131.921,11.0,507.981,6.591,266.29,97.489,1.456,2.950.367,9.744,1.797.839,1.123.577,19.206,69.004
,2022-01-01 00:00:00+00:00,22.0,24.428,19.182,78.52,7.675,2.468,761.0,4.446,2.74,1.706,825.085,7.224,119.426,107.57,19.678,14.592,6.149,50.91,448.46,2.034.772,28.239,1.907.467,97.547,1.519,429.705,9.384,312.851,29.242,12.182,2.547.504,27.504,2.101.353,354.753,63.893,194.44
,2022-01-01 00:00:00+00:00,42.0,35.605,27.341,76.79,6.826,2.601,1.013,3.212,1.656,1.556,593.381,10.475,119.934,50.203,15.985,14.309,11.493,104.456,392.044,1.941.552,31.105,1.823.505,77.036,9.906,520.152,14.15,382.707,27.16,4.824,1.941.261,29.863,1.631.587,255.668,24.143,228.198
.,2022-01-01 00:00:00+00:00,6.0,2.793,2.318,82.99,869.0,389.0,77.0,403.0,268.0,135.0,79.08,1.575,49.119,7.115,1.09,1.357,1.089,9.778,42.612,215.962,3.672,207.865,3.004,1.421,50.153,969.0,35.971,1.699,573.0,227.541,3.796,199.107,21.178,3.459,15.983
,2022-01-01 00:00:00+00:00,38.0,31.495,27.33,86.78,6.476,2.644,741.0,3.091,1.988,1.103,584.839,11.959,350.957,59.795,5.058,8.135,10.916,92.31,599.538,2.422.452,34.706,2.254.753,122.549,10.444,742.968,16.706,472.585,72.297,19.577,2.318.402,32.836,1.634.315,567.729,83.522,244.367
,2022-01-01 00:00:00+00:00,9.0,11.954,9.712,81.24,1.439,371.0,158.0,910.0,504.0,406.0,188.643,1.859,69.421,22.368,1.705,6.242,33.251,191.617,325.168,384.725,3.444,358.913,22.265,103.0,247.608,1.636,86.459,49.242,105.269,1.339.461,4.504,498.858,480.748,355.351,34.218
,2022-01-01 00:00:00+00:00,20.0,9.254,7.99,86.34,2.229,1.058,194.0,977.0,744.0,233.0,219.016,3.211,111.989,23.493,2.519,6.838,2.003,35.233,121.356,488.13,8.779,433.196,45.556,599.0,147.862,2.381,103.549,12.539,1.175,629.845,8.306,476.862,128.157,16.52,86.984
,2022-01-01 00:00:00+00:00,8.0,4.453,3.35,75.23,1.267,482.0,194.0,591.0,400.0,191.0,93.677,1.531,7.176,5.934,818.0,362.0,2.084,17.637,16.807,553.75,10.483,529.01,13.243,1.014,81.898,1.749,54.289,2.432,740.0,246.721,4.982,215.639,21.526,4.574,20.559
,2022-01-01 00:00:00+00:00,16.0,4.711,2.77,58.8,1.172,625.0,92.0,455.0,290.0,165.0,78.238,2.728,11.931,547.0,672.0,1.28,236.0,5.495,25.436,175.33,1.913,167.496,5.703,218.0,36.763,890.0,28.358,2.167,310.0,154.599,2.686,130.31,15.399,6.204,26.761
,2022-01-01 00:00:00+00:00,28.0,4.736,4.012,84.71,1.012,372.0,121.0,519.0,570.0,255.0,97.166,3.577,49.668,22.859,880.0,1.947,3.589,8.785,43.276,284.275,3.54,252.327,27.702,706.0,92.994,2.185,58.913,8.554,290.0,342.82,5.075,271.384,64.577,1.785,41.052
,2022-01-01 00:00:00+00:00,14.0,3.075,2.183,70.99,1.125,437.0,118.0,570.0,1.183,233.0,92.438,2.57,24.437,20.633,708.0,3.369,101.0,3.586,24.905,167.861,1.831,152.808,11.02,2.202,47.79,806.0,33.051,3.154,204.0,190.281,3.173,163.64,22.786,682.0,11.894
,2022-01-01 00:00:00+00:00,12.0,7.75,6.19,79.87,1.526,620.0,324.0,582.0,432.0,278.0,210.396,3.812,79.656,38.26,1.678,8.226,5.174,30.097,146.443,519.319,9.18,467.564,40.442,2.133,128.755,3.634,92.781,12.339,5.09,751.991,11.915,599.329,121.38,19.367,56.997
,2022-01-01 00:00:00+00:00,9.0,8.951,8.319,92.94,2.279,985.0,340.0,954.0,247.0,320.0,279.725,10.772,156.903,96.342,4.864,6.898,8.672,60.572,128.917,544.482,6.689,504.72,32.411,662.0,211.566,3.467,135.757,18.406,1.167,1.045.336,11.478,849.572,169.779,14.507,110.772
,2022-01-01 00:00:00+00:00,5.0,1.655,1.212,73.23,415.0,171.0,52.0,192.0,528.0,89.0,53.255,1.439,17.751,7.885,423.0,3.709,128.0,7.566,11.214,92.096,730.0,80.209,11.131,26.0,34.615,460.0,19.64,3.652,180.0,145.779,1.68,106.965,34.856,2.279,10.715
,2022-01-01 00:00:00+00:00,16.0,3.373,2.122,62.91,1.091,535.0,119.0,437.0,712.0,104.0,59.575,1.927,14.915,4.019,1.238,677.0,205.0,2.344,16.807,111.56,1.618,104.135,5.382,425.0,24.02,636.0,16.338,2.253,357.0,130.832,3.304,101.709,20.992,4.827,8.553
,2022-01-01 00:00:00+00:00,11.0,4.0,1.928,48.2,677.0,365.0,38.0,274.0,186.0,134.0,23.465,614.0,4.168,523.0,405.0,165.0,53.0,1.489,4.028,109.783,1.17,102.549,6.012,52.0,21.357,256.0,18.443,1.721,30.0,52.491,479.0,45.548,6.194,270.0,4.855
,2022-01-01 00:00:00+00:00,24.0,9.769,7.815,80.0,3.394,1.45,744.0,1.2,239.0,695.0,231.092,3.835,45.341,18.092,2.553,3.622,3.855,18.612,161.056,546.366,6.053,505.558,33.167,1.588,149.108,4.047,115.589,11.495,1.544,614.356,7.941,482.197,111.434,12.784,66.372
,2022-01-01 00:00:00+00:00,11.0,2.067,1.478,71.5,1.036,443.0,128.0,465.0,102.0,207.0,48.15,1.401,11.573,1.553,499.0,624.0,153.0,3.961,17.841,101.721,1.008,97.036,2.012,1.665,16.885,234.0,10.927,706.0,396.0,82.193,996.0,69.412,9.108,2.678,6.254
,2022-01-01 00:00:00+00:00,6.0,1.483,1.075,72.49,648.0,200.0,23.0,425.0,217.0,128.0,40.945,517.0,7.906,4.819,427.0,327.0,78.0,849.0,8.323,88.867,2.094,83.742,2.76,271.0,22.172,1.104,12.767,1.252,173.0,70.233,2.342,58.45,8.475,966.0,3.12
,2022-01-01 00:00:00+00:00,5.0,811.0,486.0,59.93,347.0,193.0,57.0,97.0,327.0,44.0,12.588,350.0,3.526,2.649,210.0,303.0,68.0,3.706,2.01,69.385,1.136,66.252,1.991,6.0,10.012,372.0,8.555,497.0,16.0,34.968,681.0,30.784,3.323,180.0,2.441
,2022-01-01 00:00:00+00:00,8.0,1.54,1.186,77.01,507.0,213.0,41.0,253.0,2.642,73.0,23.192,3.062,5.188,10.0,453.0,272.0,517.0,1.741,10.72,61.082,789.0,57.298,2.799,196.0,10.386,189.0,8.264,642.0,205.0,54.276,883.0,45.933,5.506,1.954,5.584
,2022-01-01 00:00:00+00:00,8.0,1.808,1.618,89.49,572.0,246.0,44.0,282.0,1.558,68.0,37.834,1.188,20.199,401.0,708.0,656.0,129.0,1.659,36.915,93.577,1.179,88.13,4.242,26.0,24.787,608.0,21.709,1.412,37.0,91.084,1.963,81.505,7.266,350.0,4.758
,2022-01-01 00:00:00+00:00,6.0,1.66,846.0,50.96,340.0,155.0,35.0,150.0,314.0,47.0,35.852,1.405,4.711,262.0,837.0,1.335,889.0,2.209,11.392,75.156,1.089,69.898,4.069,100.0,19.637,1.082,14.554,1.338,144.0,87.688,3.727,71.568,9.467,2.926,7.895
,2023-01-01 00:00:00+00:00,21.0,5.084,4.041,79.48,1.683,620.0,165.0,898.0,246.0,328.0,139.095,1.06,34.579,15.655,1.103,2.33,845.0,4.729,36.97,335.881,3.933,294.613,36.461,874.0,76.182,1.865,51.169,4.172,937.0,232.126,5.647,196.604,25.537,4.338,21.542
,2023-01-01 00:00:00+00:00,41.0,14.078,12.604,89.53,3.915,1.242,597.0,2.076,323.0,893.0,286.622,3.094,132.593,43.825,18.174,9.188,1.597,29.691,137.368,939.782,9.346,838.949,90.943,544.0,347.335,11.314,251.107,33.728,1.575,930.848,14.529,722.955,185.221,8.144,58.752
,2023-01-01 00:00:00+00:00,18.0,7.417,5.728,77.23,1.696,652.0,219.0,825.0,259.0,393.0,129.989,5.731,15.689,9.526,1.43,1.863,6.066,5.798,80.976,613.417,4.241,585.362,22.524,1.29,108.988,2.441,85.411,8.646,1.11,394.351,4.335,325.289,60.157,4.57,46.092
,2023-01-01 00:00:00+00:00,26.0,2.716,1.746,64.29,992.0,463.0,74.0,455.0,620.0,208.0,46.243,11.498,10.055,19.995,492.0,658.0,200.0,3.18,11.805,98.574,1.078,85.589,11.777,130.0,21.458,472.0,15.666,3.844,71.0,102.354,1.503,76.033,24.608,209.0,19.454
,2023-01-01 00:00:00+00:00,11.0,4.931,3.156,64.0,1.335,459.0,147.0,729.0,92.0,201.0,97.568,1.387,50.313,16.464,1.139,1.388,642.0,4.135,13.39,1.049.011,6.622,1.022.377,19.546,466.0,62.874,1.383,45.515,3.939,344.0,276.462,4.671,236.781,30.743,4.266,43.718
,2023-01-01 00:00:00+00:00,18.0,10.889,9.364,86.0,2.675,1.024,519.0,1.132,397.0,420.0,209.177,2.328,52.515,43.378,5.909,2.031,525.0,13.575,47.442,871.651,13.838,795.467,60.975,1.371,209.103,2.872,144.941,20.667,179.0,745.679,5.718,568.833,169.23,1.898,73.678
,2023-01-01 00:00:00+00:00,9.0,1.719,1.351,78.59,672.0,339.0,49.0,284.0,177.0,98.0,43.568,1.243,12.414,3.614,709.0,599.0,200.0,9.975,4.73,100.772,1.176,93.806,5.515,275.0,26.155,499.0,17.124,1.229,56.0,89.939,1.061,77.804,9.527,1.547,11.097
,2023-01-01 00:00:00+00:00,44.0,1.951,1.516,77.7,620.0,209.0,38.0,373.0,591.0,134.0,33.616,1.197,3.693,3.556,364.0,1.35,117.0,11.073,32.047,92.604,1.259,86.106,4.92,319.0,20.162,412.0,15.452,1.646,569.0,101.53,1.37,78.449,13.806,7.905,6.383
,2023-01-01 00:00:00+00:00,7.0,1.208,1.12,92.72,341.0,114.0,44.0,183.0,267.0,81.0,22.181,657.0,8.755,1.722,720.0,579.0,363.0,2.291,9.852,36.759,394.0,34.904,1.417,44.0,9.154,111.0,6.797,416.0,34.0,51.402,509.0,45.91,4.451,532.0,3.885
,2023-01-01 00:00:00+00:00,13.0,4.734,4.169,88.07,890.0,371.0,119.0,400.0,203.0,183.0,115.239,1.903,78.236,25.798,1.534,3.995,9.891,25.847,44.438,362.609,3.103,309.117,50.362,27.0,98.391,3.864,67.735,22.854,5.0,556.7,8.105,300.182,248.36,54.0,70.047
,2023-01-01 00:00:00+00:00,5.0,20.302,19.588,96.48,2.069,748.0,426.0,895.0,82.0,568.0,474.754,3.085,178.463,37.39,3.95,4.306,18.431,138.58,607.198,969.676,5.917,829.093,134.655,11.0,520.911,6.084,264.661,112.555,1.456,3.129.444,8.464,1.786.417,1.315.357,19.206,68.589
,2023-01-01 00:00:00+00:00,24.0,25.055,19.547,78.02,7.768,2.57,841.0,4.357,160.0,1.715,871.766,8.199,121.927,112.731,19.962,15.043,10.214,63.622,468.997,2.178.409,38.097,2.038.544,97.85,3.918,473.491,10.094,326.819,33.711,13.73,2.954.169,31.36,2.386.952,446.999,88.857,203.725
,2023-01-01 00:00:00+00:00,42.0,34.606,26.622,76.93,6.598,2.545,943.0,3.11,206.0,1.552,627.345,11.711,140.055,47.115,15.482,14.706,13.77,160.349,389.237,2.018.573,29.691,1.895.821,81.349,11.712,549.471,12.844,406.739,28.966,7.702,2.165.651,31.891,1.815.010,288.822,29.927,230.235
.,2023-01-01 00:00:00+00:00,6.0,2.786,2.333,83.74,840.0,419.0,78.0,343.0,21.0,135.0,78.066,1.829,51.512,7.278,906.0,1.182,816.0,3.288,38.538,227.576,3.889,218.879,3.278,1.53,50.923,1.084,38.172,1.98,762.0,253.138,4.468,215.837,25.353,7.479,19.59
,2023-01-01 00:00:00+00:00,38.0,33.231,28.003,84.27,6.28,2.521,588.0,3.171,206.0,1.249,603.692,14.078,356.902,64.76,5.23,11.347,10.572,84.409,577.286,2.508.642,37.042,2.334.744,125.579,11.277,778.124,18.063,483.09,73.812,18.141,2.564.829,35.725,1.823.075,580.829,125.2,266.081
,2023-01-01 00:00:00+00:00,9.0,12.093,10.415,86.12,1.48,323.0,297.0,860.0,76.0,546.0,198.256,1.931,71.679,22.656,2.283,7.55,33.524,192.051,326.516,413.699,3.26,385.143,24.903,393.0,267.597,1.764,78.18,60.309,117.95,1.479.378,4.909,450.996,578.114,445.359,36.94
,2023-01-01 00:00:00+00:00,20.0,8.955,7.853,87.69,2.172,960.0,196.0,1.016,206.0,244.0,244.113,3.811,113.247,25.377,2.92,7.748,1.943,43.904,153.006,505.65,9.512,444.752,50.975,411.0,154.099,2.716,104.122,14.975,650.0,696.812,10.63,512.265,161.803,12.115,94.937
,2023-01-01 00:00:00+00:00,8.0,4.535,3.494,77.05,1.281,514.0,139.0,628.0,206.0,207.0,87.64,1.302,6.51,5.39,879.0,1.721,2.799,16.331,19.405,578.193,10.717,554.09,12.6,786.0,72.434,1.747,52.135,2.528,785.0,259.811,5.115,224.357,23.66,6.678,20.962
,2023-01-01 00:00:00+00:00,16.0,4.659,2.765,59.35,1.238,577.0,128.0,533.0,206.0,186.0,78.715,2.613,11.392,691.0,538.0,1.059,297.0,2.57,20.375,171.209,1.76,163.824,5.44,185.0,33.389,754.0,28.221,2.008,283.0,155.641,2.212,134.891,14.122,4.416,26.108
,2023-01-01 00:00:00+00:00,28.0,4.96,4.206,84.8,1.022,383.0,148.0,491.0,246.0,245.0,92.699,3.565,50.222,25.829,974.0,2.424,3.965,11.124,47.705,304.308,3.932,267.379,32.34,657.0,98.04,2.648,61.223,10.081,309.0,381.195,5.621,292.208,81.654,1.712,46.861
,2023-01-01 00:00:00+00:00,14.0,3.152,2.262,71.76,1.071,399.0,135.0,537.0,323.0,214.0,92.687,2.75,25.239,18.404,859.0,3.454,144.0,4.975,28.666,172.161,2.184,156.687,11.911,1.379,57.34,993.0,35.839,3.809,312.0,239.276,4.111,204.808,28.965,1.392,13.73
,2023-01-01 00:00:00+00:00,12.0,7.84,6.377,81.34,1.484,584.0,342.0,558.0,259.0,299.0,206.473,4.456,81.532,46.283,1.344,7.942,7.897,33.603,158.521,533.146,9.796,479.839,41.403,2.108,149.899,3.77,93.383,13.266,2.192,828.439,11.977,662.823,142.878,10.762,75.219
,2023-01-01 00:00:00+00:00,9.0,10.346,9.231,89.22,2.216,945.0,304.0,967.0,620.0,347.0,313.7,11.457,162.14,116.581,5.244,10.069,8.629,56.851,151.788,569.897,7.076,526.182,35.975,664.0,241.447,3.716,144.233,19.844,983.0,1.166.507,13.47,950.547,190.178,12.312,119.399
,2023-01-01 00:00:00+00:00,5.0,1.742,1.326,76.12,383.0,159.0,41.0,183.0,92.0,91.0,58.342,1.641,19.004,10.713,425.0,4.156,184.0,7.865,15.98,93.657,848.0,81.382,11.418,9.0,35.457,582.0,20.622,4.071,160.0,160.764,2.193,116.469,40.234,1.868,13.412
,2023-01-01 00:00:00+00:00,18.0,4.479,2.873,64.14,1.201,551.0,100.0,550.0,397.0,153.0,71.164,1.964,17.387,3.793,827.0,578.0,319.0,2.783,13.392,119.578,1.972,111.39,5.94,276.0,28.05,668.0,15.421,2.511,191.0,129.844,3.545,98.496,24.145,3.657,10.829
,2023-01-01 00:00:00+00:00,11.0,4.022,1.978,49.18,720.0,355.0,41.0,324.0,177.0,147.0,27.716,709.0,4.475,525.0,475.0,255.0,34.0,1.027,4.075,109.117,1.19,101.487,6.381,59.0,23.333,252.0,20.636,2.008,26.0,52.016,526.0,44.339,6.92,231.0,4.556
,2023-01-01 00:00:00+00:00,24.0,9.916,8.003,80.71,3.594,1.586,651.0,1.357,591.0,766.0,245.441,4.413,45.971,22.353,2.418,3.758,4.972,18.353,182.607,562.257,6.194,515.908,38.566,1.589,168.942,4.382,123.105,12.863,3.151,692.62,8.679,520.554,132.076,31.31,67.549
,2023-01-01 00:00:00+00:00,12.0,1.348,1.041,77.23,1.06,447.0,130.0,483.0,267.0,216.0,53.251,1.202,10.657,1.183,732.0,622.0,233.0,4.902,16.258,106.81,1.008,102.201,2.356,1.245,15.551,258.0,11.18,747.0,416.0,83.465,1.16,69.502,9.576,3.227,5.317
,2023-01-01 00:00:00+00:00,6.0,1.55,1.14,73.55,642.0,221.0,54.0,367.0,203.0,164.0,39.065,570.0,7.894,4.757,283.0,346.0,14.0,846.0,11.94,79.007,1.769,74.507,2.615,116.0,22.094,1.057,11.644,1.232,106.0,66.608,1.95,55.74,8.08,838.0,3.171
,2023-01-01 00:00:00+00:00,5.0,811.0,514.0,63.38,413.0,208.0,70.0,135.0,82.0,53.0,15.099,341.0,3.186,2.571,184.0,329.0,16.0,5.569,2.298,74.102,1.32,70.571,2.189,22.0,9.222,399.0,8.285,527.0,9.0,35.318,636.0,30.458,4.064,160.0,3.213
,2023-01-01 00:00:00+00:00,9.0,1.791,1.439,80.35,581.0,245.0,55.0,281.0,160.0,121.0,28.13,3.442,5.834,11.0,559.0,339.0,340.0,2.088,7.528,68.6,868.0,64.367,3.171,194.0,11.117,245.0,9.314,750.0,148.0,63.457,1.145,53.954,6.674,1.684,5.793
,2023-01-01 00:00:00+00:00,9.0,1.878,1.709,91.0,629.0,299.0,51.0,279.0,206.0,73.0,38.94,1.334,20.248,424.0,531.0,447.0,151.0,1.659,34.894,102.362,1.29,95.63,5.197,245.0,27.997,532.0,24.827,1.606,105.0,111.669,1.899,100.26,8.773,736.0,5.632
,2023-01-01 00:00:00+00:00,3.0,1.52,726.0,47.76,274.0,116.0,38.0,120.0,76.0,44.0,33.752,1.422,3.278,290.0,278.0,66.0,405.0,2.24,9.001,52.75,803.0,48.37,3.501,76.0,17.629,907.0,11.775,1.164,139.0,84.575,2.944,68.345,10.365,2.921,5.486
